HR info ID,Preferred Term,ACRONYM,homepage,OrgTypeID - OrgTypePreferredTerm,FinancialTrackingService ID,Edit Status,IsReplacedBy,Notes
47242,International Institute for Educational Planning,IIEP,,437 - International NGO,,,,
49499,International Institute for Water and Environmental Engineering,2iE,http://www.2ie-edu.org,431 - Academic / Research,,,,
17414,International Institute of Rural Reconstruction,IIRR,,438 - International Organization,8381,,,
61438,International Institute of Tropical Agriculture,IITA,http://www.iita.org/,438 - International Organization,,,,
62183,International Islamic Charibable Organisation (Kuwait),IICO,,441 - National NGO,,,,
62184,International Islamic Council for Da'wa and Relief,IICDR,http://www.iicdr.org/iicdr.sharepoint.com/Pages/default.html,441 - National NGO,,,,
62185,International Islamic Relief Organization - Saudi Arabia (IIROSA) (Saudi Arabia),,,441 - National NGO,,,,
49500,International Islamic Youth League,IIYL,http://www.iiyl.org/,437 - International NGO,,,,
469,International Labour Organization,ILO,,447 - United Nations,5104,,,
61439,International Law Commission,International Law Commission,http://legal.un.org/ilc/guide/6_3.htm,438 - International Organization,,,,
470,International Livestock Research Institute,ILRI,,431 - Academic / Research,,,,
61440,International Maize & Wheat Improvement Center,CIMMYT,http://www.cimmyt.org/en/,438 - International Organization,,,,
17415,International Maritime Organisation,IMO,http://www.imo.org/,447 - United Nations,7405,,,
2138,International Media Support,IMS,http://www.i-m-s.dk/,437 - International NGO,8531,,,
17416,International Medical Assistance,IMA,,438 - International Organization,,,,
471,International Medical Corps,IMC,http://internationalmedicalcorps.org/,438 - International Organization,5160,,,
56806,International Medical Relief,IMR,http://www.internationalmedicalrelief.org/,437 - International NGO,,,,
53525,International Military Force,,,436 - International Military Force,,,,
472,International Monetary Fund,IMF,,438 - International Organization,6331,,,
56438,International Mutual Aid,IMA,http://www.im-aid.org,437 - International NGO,,,,
56486,International Nepal Fellowship,INF,http://www.inf.org/,437 - International NGO,,,,
61441,International News Safety Institute,INSI,http://newssafety.org/home/,438 - International Organization,,,,
49501,International NGO Safety Organisation,INSO,http://www.ngosafety.org,437 - International NGO,,,,
62879,International Organization for Humanitarian Response,IOHR,,437 - International NGO,,,,
473,International Organization for Migration,IOM,,438 - International Organization,298,,,
61442,International Organization Supreme Audit Institutions,INTOSAI,http://www.intosai.org/,438 - International Organization,,,,
61585,International Orthodox Christian Charity,IOCC,http://www.iocc.org/,438 - International Organization,,,,
46673,International Partnership for Human Development,IPHD,,437 - International NGO,,,,
47818,International Peace and Development Organization,IPDO,,437 - International NGO,,,,
61633,International Peace Information Service,IPIS,http://ipisresearch.be/,431 - Academic / Research,,,,
61826,International Peace Institute,IPI,www.ipinst.org,431 - Academic / Research,,,,
915,International Red Cross and Red Crescent Movement,IRCRC,http://www.redcross.int,445 - Red Cross / Red Crescent,,,,
2139,International Refugees Help Organisation,IRHO,,437 - International NGO,15867,,,
17417,International Relief & Development,IRD,http://www.ird.org/,438 - International Organization,5861,,,
474,International Rescue Committee,IRC,,437 - International NGO,5179,,,
61443,International Research and Development,IRD,http://www.ird.org/,438 - International Organization,,,,
61444,International Research Institute for Climate and Society,IRI,http://iri.columbia.edu/,438 - International Organization,,,,
17418,International Rice Research Institute,IRRI,http://www.irri.org/,431 - Academic / Research,,,,
17419,International Search And Rescue,ISAR,,437 - International NGO,,,,
49502,International Service,IS,http://www.internationalservice.org.uk,437 - International NGO,,,,
60803,International Support of School Construction,ISSC,http://www.import-ag.jp/,437 - International NGO,,,,
62399,International Supporting Women Association,,,441 - National NGO,,,,
475,International Telecommunication Union,ITU,,447 - United Nations,,,,
17420,Internews,Internews,http://internews.org/,438 - International Organization,8005,,,
61445,INTERPAL,,www.interpal.org,438 - International Organization,,,,
61446,Interpeace,Interpeace,http://www.interpeace.org/home.cfm,438 - International Organization,,,,
56700,Interplast Germany,,,437 - International NGO,,,,
54758,Interreligious Solidarity for Peace,ISP,,441 - National NGO,,,,
2140,INTERSOS,INTERSOS,http://www.intersos.org,437 - International NGO,5660,,,
17421,Intervida,,,437 - International NGO,15850,,,
53149,Intrahealth,,http://www.intrahealth.org/,438 - International Organization,,,,
46674,Invisible Children,,,437 - International NGO,,,,
56701,Ipas,,,437 - International NGO,,,,
62310,Iqraa Association for Education Development and Literacy,IAEDL,,441 - National NGO,,,,
61234,Iranian Red Crescent Society,,http://www.rcs.ir/,445 - Red Cross / Red Crescent,,,,
62382,Iraq al-Amal Association,,,441 - National NGO,,,,
61845,Iraqâ€™s Joint Coordination and Monitoring Centre,JCMC,,435 - Government,,,,
62186,Iraqi Al-Mortaqa Foundation for Human Development (Iraq),,,441 - National NGO,,,,
62687,Iraqi Children Foundation,ICF,http://www.iraqichildren.org/,437 - International NGO,,,,
61680,Iraqi Humanitarian League for Human Rights,IHLHR,,441 - National NGO,,,,
61679,Iraqi Salvation Humanitarian Organization,ISHO,,441 - National NGO,,,,
61828,Iraqi Youth Assembly (Iraq),IYA,http://www.iqya.org/,441 - National NGO,,,,
1075,Irish Aid,,http://www.irishaid.ie,435 - Government,,,,
61235,Irish Red Cross,,http://www.redcross.ie/,445 - Red Cross / Red Crescent,,,,
62051,Iskashi Relief and Development Organization,IRDO,,441 - National NGO,,,,
53526,Islamic Development Bank,,,444 - Private sector,,,,
46675,Islamic Foundation for Peace and Development in Central Africa,FIPADECA,,441 - National NGO,,,,
17422,Islamic Help,,,437 - International NGO,16127,,,
62406,Islamic Home Schooling Advisory Network,IHSAN,,446 - Religious,,,,
56628,Islamic Medical Association of North America,IMANA,http://www.imana.org/,438 - International Organization,,,,
62187,Islamic Relief Agency (Sudan),,,441 - National NGO,,,,
56652,Islamic Relief USA,IRUSA,http://www.irusa.org/,437 - International NGO,,,,
476,Islamic Relief Worldwide,IRW,,437 - International NGO,8058,,,
17423,ISOH/IMPACT,,http://isohimpact.org/,437 - International NGO,,,,
17424,IsraAID,,,437 - International NGO,,,,
62188,Israel Federation of the Women's International Zionist Organization (Israel),,,441 - National NGO,,,,
56768,Israel Magen David Adom (NS),MDA,,445 - Red Cross / Red Crescent,,,,
17425,Israel Medical Corps,,,437 - International NGO,,,,
17426,Israel NGO Group,,,437 - International NGO,,,,
17427,Israeli Relief Coalition,IRC,,438 - International Organization,,,,
62189,Istiqboli Avold (Uzbekistan),,,441 - National NGO,,,,
61637,Italian Civil Protection Department,ICPD,http://protezionecivile.it/,435 - Government,,,,
62757,Italian Defence,,,440 - Military,,,,
61236,Italian Red Cross / Croce Rossa Italiana,CRI,http://www.cri.it/,445 - Red Cross / Red Crescent,,,,
62811,J/P Haitian Relief Organization,J/P HRO,http://jphro.org/,437 - International NGO,,,,
63043,JAD Humanitarian Aid Association,JAD,,441 - National NGO,,,,
54810,"Jaime V. Ongpin Foundation, Inc.",JVOFI,,441 - National NGO,,,,
61237,Jamaican Red Cross,,http://www.jamaicaredcross.org/new/,445 - Red Cross / Red Crescent,,,,
62979,Jaminor Haiti,JAHA,,441 - National NGO,,,,
56621,Japan Committee for UNICEF,JCU,http://www.unicef.or.jp/,447 - United Nations,,,,
17428,Japan Heart,,,437 - International NGO,,,,
49503,Japan Humanitarian Aid Department,,,433 - Donor,,,,
17429,Japan International Cooperation Agency,JICA,http://www.jica.go.jp/,433 - Donor,14854,,,
62509,Japan International Volunteer Center,JVC,http://www.ngo-jvc.net,437 - International NGO,,,,
17430,Japan Joint Task Force,JTF,,440 - Military,,,,
62191,Japan NGO Centre for International Cooperation (JANIC) (Japan),JANIC,,441 - National NGO,,,,
17431,Japan Platform,JPF,http://www.japanplatform.org/E/,438 - International Organization,6404,,,
17432,Japan SDF Medical Team,,,437 - International NGO,,,,
53150,Japanese Emergency NGO,JEN,,437 - International NGO,,,,
17433,Japanese Red Cross,,,445 - Red Cross / Red Crescent,5468,,,
61807,Jaringan Aksi Karbon Indonesia,JAKI,,441 - National NGO,,,,
47819,JASMAR,JASMAR,http://www.jasmar.net,441 - National NGO,,,,
56769,Jasmine Global Health Care Organisation,JGH Org,,441 - National NGO,,,,
62192,Jesuit Network for Migrants in Latin America and the Caribbean,,,446 - Religious,,,,
46676,Jesuit Refugee Service,JRS,,437 - International NGO,,,,
62739,Jeunesse Engagée pour la Paix et le Développement - Speak Africa RDC Democratic Republic of Congo),JEPD - SPEAK AFRICA RDC,,441 - National NGO,,,,
53151,Jhpiego,,http://www.jhpiego.org/,438 - International Organization,,,,
56702,Jhpiego Corporation,,,437 - International NGO,,,,
62459,Jiyan Foundation for Human Rights,Jiyan,https://www.jiyan-foundation.org/,437 - International NGO,,,,
17434,Johanniter International,JOIN,http://www.johanniter.org/,446 - Religious,,,,
62026,"Johanniter International Assistance, The",Johanniter,http://www.thejohanniter.org,437 - International NGO,,,,
62000,John Dau Foundation,JDF,http://www.johndaufoundation.org/,441 - National NGO,,,,
60805,John Hopkins Center for Communication Program(JHUCCP),,,431 - Academic / Research,,,,
914,John Hopkins University,JHU,http://www.jhu.edu,431 - Academic / Research,6816,,,
62373,John Snow Inc.,JSI,http://jsi.com/JSIInternet/,437 - International NGO,,,,
17435,Join Together Society,JTS,,437 - International NGO,,,,
61940,Joint Action Group for Disaster Risk Reduction in Cambodia,JAG,https://www.humanitarianresponse.info/operations/cambodia/disaster-risk-reduction-drr,443 - Other,,,,
50526,Joint Aid Management,JAM,http://www.jamint.com/,437 - International NGO,,,,
580,Joint IDP Profiling Service,JIPS,http://www.jips.org,438 - International Organization,16522,,,
61447,Joint Mine Action Coordination Team Libya,JMACT,http://www.jmactlibya.org,438 - International Organization,,,,
17436,Joint United Nations Programme on HIV/AIDS,UNAIDS,http://www.unaids.org/,447 - United Nations,,,,
17437,Jollibee Foods,,,443 - Other,,,,
62193,Jordan Hashemite Charity Organization (Jordan),,,441 - National NGO,,,,
61238,Jordan National Red Crescent Society,,http://www.jordanredcrescent.org/,445 - Red Cross / Red Crescent,,,,
17438,Jose Reyes Memorial Medical Center,JRMMC,,443 - Other,,,,
54639,Journal of International Humanitarian Legal Studies,,http://www.brill.com/journal-international-humanitarian-legal-studies,431 - Academic / Research,,,,
2141,Jubaland Development Organization,JDO,http://jdosom.org,441 - National NGO,15089,,,
2142,Jubbalandese Charity Centre,JCC,http://jccsom.org/,441 - National NGO,,,,
17439,Junior Chamber International Chocolate Hills,,,441 - National NGO,,,,
46677,JUPEDEC,JUPEDEC,,441 - National NGO,,,,
62413,Just for Afghan Capacity and Knowledge,JACK,,441 - National NGO,,,,
62565,Justice Center for Legal Aid,JCLA,http://www.jcla-org.com/en,441 - National NGO,,,,
17440,Justice for Peace Foundation,JPF,http://justiceforpeace.org/,437 - International NGO,,,,
62194,"Justice, Development and Peace Commission (JPDC) (Nigeria)",,,441 - National NGO,,,,
54834,"Justice, Peace and Integrity of Creation - Integrated Development Center Incorporated",JPIC-IDC Inc,,441 - National NGO,,,,
2143,Kaashif,KVO,http://kaashif.org/,441 - National NGO,15886,,,
62681,Kabkabiya Smallholders Charitable Society,KSCS,http://www.ks-cs.org/,441 - National NGO,,,,
62722,Kafaa Development Foundation (Libya),KDF,http://www.kafaa.ly/,441 - National NGO,,,,
62822,KAHRE,KAHRE,www.kahre.org,437 - International NGO,,,,
54759,Kalambuan Homeowners Association,KHOA,,441 - National NGO,,,,
62195,Kalb Nuri (Uzbekistan),,,441 - National NGO,,,,
54735,"Kalilintad Development Foundation, Inc.",KdFI,,441 - National NGO,,,,
54814,Kalinga ng Ama Shelter for Children,,,441 - National NGO,,,,
62774,Kantipur Media Group,KMG,www.kmg.com.np,439 - Media,,,,
54807,KAPPIA NETWORK,KAPPIA,,441 - National NGO,,,,
48577,Karkara,,http://www.karkara.org/,441 - National NGO,,,,
56703,Karuna Foundation,,,437 - International NGO,,,,
56772,Kathmandu Living Labs,KLL,http://kathmandulivinglabs.org/,441 - National NGO,,,,
56118,Katilingan sa Kalambuan Inc,KKI,,441 - National NGO,,,,
54760,"Katilingban para sa Kalambuan, Inc.",KKI,,441 - National NGO,,,,
56755,Kaule Environment Nepal,KEV,http://www.kauleevnepal.org/,441 - National NGO,,,,
61239,Kazakhstan Red Crescent Society,,http://www.redcrescent.kz/,445 - Red Cross / Red Crescent,,,,
62196,Keik Okara (Turkmenistan),,,441 - National NGO,,,,
52553,Kenya Caucus for Women,,http://kwpcaucus.org,443 - Other,,,,
52554,Kenya Centre for Development Services,CDS,,441 - National NGO,,,,
52555,Kenya Cross Cutting Issues Working Group,,,443 - Other,,,,
52556,Kenya Democracy Project,,,443 - Other,,,,
52557,Kenya Female Advisory Organization,,,443 - Other,,,,
52558,Kenya Food Security Steering Group,,,443 - Other,,,,
52559,Kenya Initial Rapid Assessment,KIRA,,443 - Other,,,,
52560,Kenya Inter-Sector Working Group,,,443 - Other,,,,
52561,Kenya Meteorological Department,KMD,http://www.meteo.go.ke/,435 - Government,,,,
52562,Kenya National Commission on Human Rights,KNCHR,http://www.knchr.org/,441 - National NGO,,,,
52563,Kenya National Disaster Operations Centre,,,443 - Other,,,,
52564,Kenya Peace and Development Forum,,,443 - Other,,,,
52565,Kenya Provincial Peace Forum,,,443 - Other,,,,
52566,Kenya Rainbow Ribbon,,,443 - Other,,,,
52567,Kenya Red Cross Society,KRCS,http://www.kenyaredcross.org,441 - National NGO,,,,
52568,Kenya Rural Women Peace Link,,,443 - Other,,,,
52569,Kenya Safety Foundation for Development,SFD,,441 - National NGO,,,,
52570,Kenyan community Sport Foundation,KESOFO,,443 - Other,,,,
62385,Kesh Malek,,www.keshmalek.org,441 - National NGO,,,,
54725,KFI,KFI,,441 - National NGO,,,,
54640,Khwendo Kor,,,441 - National NGO,,,,
56704,Kidasha,,,437 - International NGO,,,,
62892,Kids Educational Engagement Project (Liberia),KEP,http://www.keeplib.org/,441 - National NGO,,,,
17441,KIHI,,,443 - Other,,,,
54798,"Kilos Mamamayan Center for Employment, Training and Accessibility",KMCETA,,441 - National NGO,,,,
